Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q5NCC8	Q5NCC8_MOUSE	unreviewed	Olfactory receptor 216 (Protein Olfr179)	Olfr179 Olfr216 OTTMUSG00000005755 RP23-128D9.7-001	Mus musculus (Mouse)	327
Q8VG63	Q8VG63_MOUSE	unreviewed	MCG54226 (Olfactory receptor 1263) (Olfactory receptor MOR234-2) (Olfactory receptor Olfr1263) (Protein Olfr1263)	Olfr1263 mCG_54226 RP24-314D20.3-001	Mus musculus (Mouse)	306
Q8VGS0	Q8VGS0_MOUSE	unreviewed	Olfactory receptor 1047 (Olfactory receptor MOR188-3) (Olfactory receptor Olfr1047) (Protein Olfr1047)	Olfr1047 mCG_142269 RP23-232A21.10-001	Mus musculus (Mouse)	319
Q7TR09	Q7TR09_MOUSE	unreviewed	Olfactory receptor 1211 (Olfactory receptor Olfr1211) (Protein Olfr1211)	Olfr1211 RP23-260B13.3-001	Mus musculus (Mouse)	311
Q8VF78	Q8VF78_MOUSE	unreviewed	Olfactory receptor MOR171-23 (Protein Olfr919)	Olfr919	Mus musculus (Mouse)	315
Q49NR1	Q49NR1_MOUSE	unreviewed	Melanocortin 4 receptor	Mc4r mCG_52302	Mus musculus (Mouse)	332
Q8VGN0	Q8VGN0_MOUSE	unreviewed	Olfactory receptor 1233 (Olfactory receptor MOR238-1) (Olfactory receptor Olfr1233) (Protein Olfr1233)	Olfr1233 mCG_59061 RP24-427F7.2-001	Mus musculus (Mouse)	305
Q8VFK5	Q8VFK5_MOUSE	unreviewed	MCG56711 (Olfactory receptor 1033) (Olfactory receptor MOR199-2) (Olfactory receptor Olfr1033) (Protein Olfr1033)	Olfr1033 mCG_56711 RP23-298M2.5-001	Mus musculus (Mouse)	310
Q8VG86	Q8VG86_MOUSE	unreviewed	Olfactory receptor 1184 (Olfactory receptor MOR225-3) (Olfactory receptor Olfr1184) (Protein Olfr1184)	Olfr1184 mCG_141990 RP23-209L8.6-001	Mus musculus (Mouse)	311
Q8VH10	Q8VH10_MOUSE	unreviewed	Olfactory receptor 979 (Olfactory receptor MOR223-1) (Olfactory receptor Olfr979) (Protein Olfr979)	Olfr979	Mus musculus (Mouse)	311
A2AU30	A2AU30_MOUSE	unreviewed	Olfactory receptor 1121 (Protein Olfr1121)	Olfr1121 RP24-388A9.12-001	Mus musculus (Mouse)	314
Q8VFH2	Q8VFH2_MOUSE	unreviewed	MCG142330 (Olfactory receptor MOR256-10) (Olfactory receptor Olfr1360)	Olfr1360 mCG_142330	Mus musculus (Mouse)	313
A2ATE5	A2ATE5_MOUSE	unreviewed	Olfactory receptor 1034 (Protein Olfr1034)	Olfr1034 RP23-298M2.6-001	Mus musculus (Mouse)	310
Q7TQX8	Q7TQX8_MOUSE	unreviewed	Olfactory receptor 1290 (Olfactory receptor Olfr1290) (Protein Olfr1290)	Olfr1290 RP23-336F11.8-001	Mus musculus (Mouse)	312
Q8VGE5	Q8VGE5_MOUSE	unreviewed	Olfactory receptor 1294 (Olfactory receptor MOR248-7) (Olfactory receptor Olfr1294) (Protein Olfr1294)	Olfr1294 RP23-336F11.12-001	Mus musculus (Mouse)	312
Q8VGK0	Q8VGK0_MOUSE	unreviewed	MCG141124 (Olfactory receptor 353) (Olfactory receptor MOR127-3) (Olfactory receptor Olfr353) (Protein Olfr353)	Olfr353 mCG_141124 RP23-177C20.11-001	Mus musculus (Mouse)	311
Q7TRI4	Q7TRI4_MOUSE	unreviewed	MCG52570 (Olfactory receptor Olfr775) (Protein Olfr775)	Olfr775 mCG_52570	Mus musculus (Mouse)	312
Q8VEU0	Q8VEU0_MOUSE	unreviewed	MCG1048720 (Olfactory receptor 780) (Olfactory receptor MOR114-12) (Olfactory receptor Olfr780) (Protein Olfr780)	Olfr780 mCG_1048720	Mus musculus (Mouse)	312
Q7TQS0	Q7TQS0_MOUSE	unreviewed	Olfactory receptor 1428 (Olfactory receptor Olfr1428)	Olfr1428 mCG_53442	Mus musculus (Mouse)	314
Q8VFE9	Q8VFE9_MOUSE	unreviewed	Olfactory receptor 536 (Olfactory receptor MOR252-1) (Olfactory receptor Olfr536) (Protein Olfr536)	Olfr536	Mus musculus (Mouse)	307
Q8VGP8	Q8VGP8_MOUSE	unreviewed	Olfactory receptor 1494 (Olfactory receptor MOR266-1) (Olfactory receptor Olfr1494) (Protein Olfr1494)	Olfr1494 mCG_58967	Mus musculus (Mouse)	315
Q3ZAW0	Q3ZAW0_MOUSE	unreviewed	Glp1r protein (Fragment)	Glp1r	Mus musculus (Mouse)	462
Q8VF30	Q8VF30_MOUSE	unreviewed	Olfactory receptor 461 (Olfactory receptor MOR120-3) (Olfactory receptor Olfr461) (Protein Olfr461)	Olfr461 mCG_51014	Mus musculus (Mouse)	313
Q8VGT1	Q8VGT1_MOUSE	unreviewed	Olfactory receptor 385 (Olfactory receptor MOR135-3) (Olfactory receptor Olfr385) (Protein Olfr385)	Olfr385 RP23-206D6.3-001	Mus musculus (Mouse)	312
Q7TR19	Q7TR19_MOUSE	unreviewed	Olfactory receptor 1179 (Olfactory receptor Olfr1179)	Olfr1179 mCG_141995	Mus musculus (Mouse)	307
Q8VGU7	Q8VGU7_MOUSE	unreviewed	MCG53077 (Olfactory receptor MOR139-3) (Olfactory receptor Olfr57) (Protein Olfr57)	Olfr57 mCG_53077	Mus musculus (Mouse)	319
Q7TQR6	Q7TQR6_MOUSE	unreviewed	MCG1045082 (Olfactory receptor Olfr1446)	Olfr1446 mCG_1045082	Mus musculus (Mouse)	305
Q7TR32	Q7TR32_MOUSE	unreviewed	Olfactory receptor 1157 (Olfactory receptor Olfr1157)	Olfr1157 mCG_141975	Mus musculus (Mouse)	312
Q8VF86	Q8VF86_MOUSE	unreviewed	Olfactory receptor 1314 (Olfactory receptor MOR245-2) (Olfactory receptor Olfr1314)	Olfr1314 mCG_52154	Mus musculus (Mouse)	312
Q8VG84	Q8VG84_MOUSE	unreviewed	Olfactory receptor 655 (Olfactory receptor MOR38-1)	Olfr655 mCG_65723	Mus musculus (Mouse)	308
Q7TRI7	Q7TRI7_MOUSE	unreviewed	MCG1034066 (Olfactory receptor 138) (Olfactory receptor Olfr138) (Olfr138 protein) (Protein Olfr138)	Olfr138 mCG_1034066	Mus musculus (Mouse)	312
Q8VGG4	Q8VGG4_MOUSE	unreviewed	MCG67951 (Olfactory receptor MOR141-1) (Olfactory receptor Olfr870) (Protein Olfr870)	Olfr870 mCG_67951	Mus musculus (Mouse)	311
Q8VGS7	Q8VGS7_MOUSE	unreviewed	Olfactory receptor 1054 (Olfactory receptor MOR188-2) (Olfactory receptor Olfr1054) (Protein Olfr1054)	Olfr1054 mCG_1039944 RP23-222H15.6-001	Mus musculus (Mouse)	312
Q7TRP4	Q7TRP4_MOUSE	unreviewed	Olfactory receptor 667 (Olfactory receptor Olfr667) (Protein Olfr667)	Olfr667 mCG_53562	Mus musculus (Mouse)	326
Q8VEV7	Q8VEV7_MOUSE	unreviewed	Olfactory receptor MOR202-35 (Olfactory receptor Olfr1461) (Protein Olfr1461)	Olfr1461	Mus musculus (Mouse)	312
Q8VG64	Q8VG64_MOUSE	unreviewed	Olfactory receptor 812 (Olfactory receptor MOR110-1) (Olfactory receptor Olfr812) (Protein Olfr812)	Olfr812 mCG_141081	Mus musculus (Mouse)	310
Q7TR08	Q7TR08_MOUSE	unreviewed	Olfactory receptor 1212 (Olfactory receptor Olfr1212) (Protein Olfr1212)	Olfr1212 RP23-260B13.5-001	Mus musculus (Mouse)	311
Q7TR71	Q7TR71_MOUSE	unreviewed	Olfactory receptor 1062 (Olfactory receptor Olfr1062) (Protein Olfr1062)	Olfr1062 RP23-2D7.2-001	Mus musculus (Mouse)	315
Q7TRY2	Q7TRY2_MOUSE	unreviewed	MCG1035773 (Olfactory receptor Olfr372) (Protein Olfr372)	Olfr372 mCG_1035773	Mus musculus (Mouse)	314
Q8VF20	Q8VF20_MOUSE	unreviewed	MCG142237 (Olfactory receptor 509) (Olfactory receptor MOR267-14) (Olfactory receptor Olfr509) (Protein Olfr509)	Olfr509 mCG_142237	Mus musculus (Mouse)	321
Q8VF64	Q8VF64_MOUSE	unreviewed	Olfactory receptor MOR162-6 (Olfactory receptor Olfr883) (Protein Olfr883)	Olfr883	Mus musculus (Mouse)	309
Q7TRR2	Q7TRR2_MOUSE	unreviewed	MCG1046592 (Olfactory receptor Olfr598) (Protein Olfr598)	Olfr598 mCG_1046592	Mus musculus (Mouse)	319
Q8VFI3	Q8VFI3_MOUSE	unreviewed	Olfactory receptor 803 (Olfactory receptor MOR111-3) (Olfactory receptor Olfr803) (Protein Olfr803)	Olfr803 mCG_1048732	Mus musculus (Mouse)	308
Q8VFS4	Q8VFS4_MOUSE	unreviewed	MCG65817 (Olfactory receptor 438) (Olfactory receptor MOR261-4) (Olfactory receptor Olfr438) (Protein Olfr237-ps1)	Olfr237-ps1 Olfr438 mCG_65817	Mus musculus (Mouse)	310
Q8VH16	Q8VH16_MOUSE	unreviewed	Olfactory receptor 575 (Olfactory receptor MOR8-1) (Protein Olfr575)	Olfr575 mCG_66486	Mus musculus (Mouse)	318
Q5CZY0	Q5CZY0_MOUSE	unreviewed	Olfactory receptor 121 (Protein Olfr121)	Olfr121	Mus musculus (Mouse)	321
Q7TRG0	Q7TRG0_MOUSE	unreviewed	MCG1034487 (Olfactory receptor Olfr851) (Protein Olfr851)	Olfr851 mCG_1034487	Mus musculus (Mouse)	312
Q7TS49	Q7TS49_MOUSE	unreviewed	MCG141732 (Olfactory receptor Olfr178)	Olfr178 mCG_141732	Mus musculus (Mouse)	319
Q7TR25	Q7TR25_MOUSE	unreviewed	MCG1040006 (Olfactory receptor 1168) (Olfactory receptor Olfr1168) (Protein Olfr1168)	Olfr1168 mCG_1040006 RP23-131J21.11-001	Mus musculus (Mouse)	312
Q7TRU1	Q7TRU1_MOUSE	unreviewed	Olfactory receptor 523 (Olfactory receptor Olfr523)	Olfr523 mCG_55819	Mus musculus (Mouse)	311
Q8VG83	Q8VG83_MOUSE	unreviewed	Olfactory receptor MOR209-1 (Olfactory receptor Olfr466)	Olfr466	Mus musculus (Mouse)	308
Q499H7	Q499H7_MOUSE	unreviewed	Olfr54 protein (Fragment)	Olfr54	Mus musculus (Mouse)	312
Q7TRB7	Q7TRB7_MOUSE	unreviewed	Olfactory receptor 26 (Olfactory receptor Olfr26) (Protein Olfr26)	Olfr26	Mus musculus (Mouse)	308
Q7TRC2	Q7TRC2_MOUSE	unreviewed	MCG57676 (Olfactory receptor Olfr918)	Olfr918 mCG_57676	Mus musculus (Mouse)	312
Q8VFV3	Q8VFV3_MOUSE	unreviewed	Olfactory receptor 1441 (Olfactory receptor MOR215-2) (Olfactory receptor Olfr1441) (Protein Olfr1441)	Olfr1441 mCG_55729	Mus musculus (Mouse)	318
Q7TQX3	Q7TQX3_MOUSE	unreviewed	Olfactory receptor 1303 (Olfactory receptor Olfr1303)	Olfr1303 mCG_142358	Mus musculus (Mouse)	312
Q8VET0	Q8VET0_MOUSE	unreviewed	Olfactory receptor 1311 (Olfactory receptor MOR245-21) (Olfactory receptor Olfr1311) (Protein Olfr1311)	Olfr1311 mCG_141904 RP23-336F11.29-001	Mus musculus (Mouse)	312
Q8VFQ6	Q8VFQ6_MOUSE	unreviewed	MCG58964 (Olfactory receptor MOR202-18) (Olfactory receptor Olfr1487) (Protein Olfr1487)	Olfr1487 mCG_58964	Mus musculus (Mouse)	315
Q7TR26	Q7TR26_MOUSE	unreviewed	Olfactory receptor 1167 (Olfactory receptor Olfr1167) (Protein Olfr1167)	Olfr1167 RP23-131J21.10-001	Mus musculus (Mouse)	316
Q8VET8	Q8VET8_MOUSE	unreviewed	MCG66464 (Olfactory receptor 846) (Olfactory receptor MOR149-3) (Olfactory receptor Olfr846) (Protein Olfr846)	Olfr846 mCG_66464	Mus musculus (Mouse)	312
Q7TQT6	Q7TQT6_MOUSE	unreviewed	MCG1037699 (Olfactory receptor 1373) (Olfactory receptor Olfr1373) (Protein Olfr1373)	Olfr1373 mCG_1037699 RP23-46N3.3-001	Mus musculus (Mouse)	311
Q0VB29	Q0VB29_MOUSE	unreviewed	Olfactory receptor 1180 (Protein Olfr1180)	Olfr1180 RP23-209L8.1-001	Mus musculus (Mouse)	309
Q8VGS2	Q8VGS2_MOUSE	unreviewed	Olfactory receptor 1048 (Olfactory receptor MOR187-2) (Protein Olfr1048)	Olfr1048 RP23-232A21.11-001	Mus musculus (Mouse)	320
Q8VFF8	Q8VFF8_MOUSE	unreviewed	MCG141991 (Olfactory receptor 1183) (Olfactory receptor MOR230-6) (Olfactory receptor Olfr1183) (Protein Olfr1183)	Olfr1183 mCG_141991 RP23-209L8.5-001	Mus musculus (Mouse)	303
A2AV13	A2AV13_MOUSE	unreviewed	Olfactory receptor 1193 (Protein Olfr1193)	Olfr1193 Olfr1194-ps1 RP23-316D8.6-001	Mus musculus (Mouse)	318
A2ATC4	A2ATC4_MOUSE	unreviewed	Olfactory receptor 1221 (Protein Olfr1221)	Olfr1221 OTTMUSG00000014062 RP23-309M6.4-001	Mus musculus (Mouse)	311
Q7TS11	Q7TS11_MOUSE	unreviewed	MCG1028175 (Olfactory receptor Olfr292)	Olfr292 mCG_1028175	Mus musculus (Mouse)	308
A2AVW1	A2AVW1_MOUSE	unreviewed	Olfactory receptor 1303 (Protein Olfr1303)	Olfr1303 RP23-336F11.18-001	Mus musculus (Mouse)	312
Q8VES9	Q8VES9_MOUSE	unreviewed	Olfactory receptor 448 (Olfactory receptor MOR261-13) (Olfactory receptor Olfr448) (Protein Olfr448)	Olfr448 mCG_60445	Mus musculus (Mouse)	310
Q8VFS6	Q8VFS6_MOUSE	unreviewed	MCG141684 (Olfactory receptor MOR261-2) (Olfactory receptor Olfr444) (Protein Olfr444)	Olfr444 mCG_141684	Mus musculus (Mouse)	310
Q7TRH9	Q7TRH9_MOUSE	unreviewed	Olfactory receptor Olfr792 (Protein Olfr792)	Olfr792	Mus musculus (Mouse)	311
Q9EQ92	Q9EQ92_MOUSE	unreviewed	Odorant receptor K6 (Olfactory receptor 943) (Protein Olfr943)	Olfr943 mCG_53432	Mus musculus (Mouse)	314
Q8VGE9	Q8VGE9_MOUSE	unreviewed	MCG63123 (Olfactory receptor 1302) (Olfactory receptor MOR248-3) (Protein Olfr1302)	Olfr1302 mCG_63123 RP23-88C15.2-001	Mus musculus (Mouse)	315
Q7TRI1	Q7TRI1_MOUSE	unreviewed	MCG65827 (Olfactory receptor Olfr787) (Protein Olfr787)	Olfr787 mCG_65827	Mus musculus (Mouse)	312
Q8VGK4	Q8VGK4_MOUSE	unreviewed	MCG1029944 (Olfactory receptor 345) (Olfactory receptor MOR136-7) (Olfactory receptor Olfr345) (Protein Olfr345)	Olfr345 mCG_1029944 RP23-409M4.1-001	Mus musculus (Mouse)	311
Q7TR95	Q7TR95_MOUSE	unreviewed	Olfactory receptor 1014 (Olfactory receptor Olfr1014) (Protein Olfr1014)	Olfr1014 mCG_64586 RP23-60G16.2-001	Mus musculus (Mouse)	305
Q9EQB7	Q9EQB7_MOUSE	unreviewed	Odorant receptor K12 (Olfactory receptor 957) (Olfactory receptor Olfr957) (Protein Olfr957)	Olfr957 mCG_59021	Mus musculus (Mouse)	311
A2ATJ9	A2ATJ9_MOUSE	unreviewed	Olfactory receptor 1206 (Protein Olfr1206)	Olfr1206 Olfr1207 RP23-350F2.6-001	Mus musculus (Mouse)	307
Q7TR87	Q7TR87_MOUSE	unreviewed	Olfactory receptor 1031 (Olfactory receptor Olfr1031) (Protein Olfr1031)	Olfr1031 mCG_142267 RP23-298M2.3-001	Mus musculus (Mouse)	336
Q7TRL1	Q7TRL1_MOUSE	unreviewed	MCG1034034 (Olfactory receptor Olfr93)	Olfr93 mCG_1034034	Mus musculus (Mouse)	312
Q8VEV6	Q8VEV6_MOUSE	unreviewed	MCG65831 (Olfactory receptor MOR202-36) (Olfactory receptor Olfr1475) (Protein Olfr1475)	Olfr1475 mCG_65831	Mus musculus (Mouse)	314
Q8VG33	Q8VG33_MOUSE	unreviewed	MCG1048713 (Olfactory receptor 767) (Olfactory receptor MOR115-1) (Olfactory receptor Olfr767) (Protein Olfr767)	Olfr767 mCG_1048713	Mus musculus (Mouse)	309
Q8VG29	Q8VG29_MOUSE	unreviewed	Olfactory receptor 414 (Olfactory receptor MOR103-10) (Olfactory receptor Olfr414)	Olfr414 mCG_60577	Mus musculus (Mouse)	317
Q8VFD5	Q8VFD5_MOUSE	unreviewed	MCG140062 (Olfactory receptor MOR285-1) (Olfactory receptor Olfr318)	Olfr318 mCG_140062	Mus musculus (Mouse)	306
Q8VGI8	Q8VGI8_MOUSE	unreviewed	Olfactory receptor 808 (Olfactory receptor MOR112-2) (Olfactory receptor Olfr808) (Protein Olfr808)	Olfr808 mCG_141085	Mus musculus (Mouse)	312
Q8VF00	Q8VF00_MOUSE	unreviewed	Olfactory receptor 1123 (Olfactory receptor MOR264-17) (Olfactory receptor Olfr1123)	Olfr1123 mCG_141971	Mus musculus (Mouse)	323
Q7TRQ4	Q7TRQ4_MOUSE	unreviewed	MCG14396 (Olfactory receptor Olfr65)	Olfr65 Olfr64 mCG_14396	Mus musculus (Mouse)	315
Q8VFI0	Q8VFI0_MOUSE	unreviewed	Olfactory receptor 788 (Olfactory receptor MOR111-4) (Olfactory receptor Olfr788) (Protein Olfr788)	Olfr788 mCG_140964	Mus musculus (Mouse)	311
Q8VFX0	Q8VFX0_MOUSE	unreviewed	MCG64059 (Olfactory receptor MOR202-6) (Olfactory receptor Olfr1453) (Protein Olfr1453)	Olfr1453 mCG_64059	Mus musculus (Mouse)	307
Q8VGA6	Q8VGA6_MOUSE	unreviewed	Olfactory receptor 1090 (Olfactory receptor MOR188-4) (Olfactory receptor Olfr1090) (Protein Olfr1090)	Olfr1090 mCG_53141 RP23-449C14.6-001	Mus musculus (Mouse)	313
Q7TQR2	Q7TQR2_MOUSE	unreviewed	Olfactory receptor Olfr1465 (Protein Olfr1465)	Olfr1465	Mus musculus (Mouse)	307
Q7TQS6	Q7TQS6_MOUSE	unreviewed	MCG141907 (Olfactory receptor Olfr1406)	Olfr1406 mCG_141907	Mus musculus (Mouse)	310
Q7TRF6	Q7TRF6_MOUSE	unreviewed	Olfactory receptor Olfr58 (Protein Olfr58)	Olfr58	Mus musculus (Mouse)	309
Q8VG41	Q8VG41_MOUSE	unreviewed	Olfactory receptor MOR237-2 (Olfactory receptor Olfr1189)	Olfr1189	Mus musculus (Mouse)	306
Q7TR72	Q7TR72_MOUSE	unreviewed	Olfactory receptor 1061 (Olfactory receptor Olfr1061) (Protein Olfr1061)	Olfr1061 RP23-2D7.1-001	Mus musculus (Mouse)	313
Q7TS33	Q7TS33_MOUSE	unreviewed	Olfactory receptor 212 (Olfactory receptor Olfr212) (Protein Olfr212)	Olfr212 mCG_141869	Mus musculus (Mouse)	327
Q9EQA2	Q9EQA2_MOUSE	unreviewed	MCG64552 (Odorant receptor K31) (Olfactory receptor MOR171-17) (Olfactory receptor Olfr972) (Protein Olfr972)	Olfr972 mCG_64552	Mus musculus (Mouse)	314
Q920P1	Q920P1_MOUSE	unreviewed	Odorant receptor (Olfactory receptor 74) (Olfactory receptor MOR174-4) (Olfactory receptor Olfr74)	Olfr74 mOR-EV mCG_141974	Mus musculus (Mouse)	318
Q7TRA9	Q7TRA9_MOUSE	unreviewed	Olfactory receptor Olfr963 (Protein Olfr963)	Olfr963	Mus musculus (Mouse)	311
Q7TR76	Q7TR76_MOUSE	unreviewed	Olfactory receptor 1051 (Olfactory receptor Olfr1051) (Protein Olfr1051)	Olfr1051 RP23-222H15.2-001	Mus musculus (Mouse)	308
Q7TRZ9	Q7TRZ9_MOUSE	unreviewed	MCG67323 (Olfactory receptor 312) (Olfactory receptor Olfr312) (Protein Olfr312)	Olfr312 mCG_67323	Mus musculus (Mouse)	308
Q8VG54	Q8VG54_MOUSE	unreviewed	MCG142443 (Olfactory receptor MOR167-4) (Olfactory receptor Olfr915)	Olfr915 mCG_142443	Mus musculus (Mouse)	310
Q8VGK6	Q8VGK6_MOUSE	unreviewed	Olfactory receptor 338 (Olfactory receptor MOR136-5) (Olfactory receptor Olfr338) (Protein Olfr338)	Olfr338 RP23-454A14.8-001	Mus musculus (Mouse)	306
A2AVC4	A2AVC4_MOUSE	unreviewed	Olfactory receptor 1157 (Protein Olfr1157)	Olfr1157 RP23-463G15.16-001	Mus musculus (Mouse)	312
Q8VEX7	Q8VEX7_MOUSE	unreviewed	Olfactory receptor 1232 (Olfactory receptor MOR233-18) (Olfactory receptor Olfr1232) (Protein Olfr1232)	Olfr1232 mCG_141987 RP24-427F7.1-001	Mus musculus (Mouse)	311
Q8VFW3	Q8VFW3_MOUSE	unreviewed	Olfactory receptor 1462 (Olfactory receptor MOR202-13) (Olfactory receptor Olfr1462) (Protein Olfr1462)	Olfr1462	Mus musculus (Mouse)	307
Q8VG58	Q8VG58_MOUSE	unreviewed	Olfactory receptor 1230 (Olfactory receptor MOR237-1) (Olfactory receptor Olfr1230) (Protein Olfr1230)	Olfr1230 mCG_64064 RP23-82L23.9-001	Mus musculus (Mouse)	305
Q923Q6	Q923Q6_MOUSE	unreviewed	MCG141406 (Olfactory receptor 116) (Olfactory receptor MOR218-2) (Olfactory receptor Olfr116) (Protein Olfr116)	Olfr116 mCG_141406	Mus musculus (Mouse)	321
A2ATJ4	A2ATJ4_MOUSE	unreviewed	Olfactory receptor 1200 (Protein Olfr1200)	Olfr1200 RP23-350F2.1-001	Mus musculus (Mouse)	336
Q8VFQ0	Q8VFQ0_MOUSE	unreviewed	MCG141408 (Olfactory receptor 121) (Olfactory receptor MOR263-4) (Olfactory receptor Olfr121)	Olfr121 mCG_141408	Mus musculus (Mouse)	321
Q8VGB1	Q8VGB1_MOUSE	unreviewed	Olfactory receptor 1339 (Olfactory receptor MOR258-2) (Olfactory receptor Olfr1339) (Protein Olfr1339)	Olfr1339 mCG_141925 RP23-154A15.8-001	Mus musculus (Mouse)	315
Q8VGE8	Q8VGE8_MOUSE	unreviewed	MCG141909 (Olfactory receptor 1297) (Olfactory receptor MOR248-4) (Olfactory receptor Olfr1297) (Protein Olfr1297)	Olfr1297 mCG_141909 RP23-336F11.15-001	Mus musculus (Mouse)	312
A2ATA0	A2ATA0_MOUSE	unreviewed	Olfactory receptor 1112 (Protein Olfr1112)	Olfr1112 RP23-116P4.8-001	Mus musculus (Mouse)	318
Q6W043	Q6W043_MOUSE	unreviewed	MCG141919 (Olfactory receptor Olfr973) (Fragment)	Olfr229 Olfr973 mCG_141919	Mus musculus (Mouse)	262
Q7TRR9	Q7TRR9_MOUSE	unreviewed	MCG65835 (Olfactory receptor Olfr585)	Olfr585 mCG_65835	Mus musculus (Mouse)	316
Q8VGW1	Q8VGW1_MOUSE	unreviewed	Olfactory receptor 649 (Olfactory receptor MOR31-7) (Olfactory receptor Olfr649) (Protein Olfr649)	Olfr649 mCG_51454	Mus musculus (Mouse)	312
Q7TRC7	Q7TRC7_MOUSE	unreviewed	Olfactory receptor 907 (Olfactory receptor Olfr907) (Protein Olfr907)	Olfr907 mCG_58917	Mus musculus (Mouse)	310
A2ASU5	A2ASU5_MOUSE	unreviewed	Olfactory receptor 1022 (Protein Olfr1022)	Olfr1022 RP23-384L16.9-001	Mus musculus (Mouse)	315
Q7TRY7	Q7TRY7_MOUSE	unreviewed	Olfactory receptor 332 (Olfactory receptor Olfr332)	Olfr332 mCG_53416	Mus musculus (Mouse)	335
Q7TRQ6	Q7TRQ6_MOUSE	unreviewed	MCG142232 (Olfactory receptor Olfr623)	Olfr623 mCG_142232	Mus musculus (Mouse)	317
Q7TRJ1	Q7TRJ1_MOUSE	unreviewed	MCG50230 (Olfactory receptor 128) (Olfactory receptor Olfr128) (Protein Olfr128)	Olfr128 mCG_50230	Mus musculus (Mouse)	308
B0QZP1	B0QZP1_MOUSE	unreviewed	Olfactory receptor 376 (Protein Olfr376) (Fragment)	Olfr376 RP23-213I10.5-002	Mus musculus (Mouse)	249
Q8VEX0	Q8VEX0_MOUSE	unreviewed	MCG58884 (Olfactory receptor MOR246-4) (Olfactory receptor Olfr726)	Olfr726 mCG_58884	Mus musculus (Mouse)	321
Q8VFU9	Q8VFU9_MOUSE	unreviewed	Olfactory receptor 1427 (Olfactory receptor MOR239-4) (Olfactory receptor Olfr1427) (Protein Olfr1427)	Olfr1427	Mus musculus (Mouse)	311
Q7TRD7	Q7TRD7_MOUSE	unreviewed	Olfactory receptor 893 (Olfactory receptor Olfr893)	Olfr893 mCG_64022	Mus musculus (Mouse)	312
Q8VFU2	Q8VFU2_MOUSE	unreviewed	MCG64031 (Olfactory receptor MOR113-1) (Olfactory receptor Olfr816) (Protein Olfr816)	Olfr816 mCG_64031	Mus musculus (Mouse)	312
Q8VFU4	Q8VFU4_MOUSE	unreviewed	MCG63695 (Olfactory receptor MOR210-3) (Olfactory receptor Olfr824) (Protein Olfr824)	Olfr824 mCG_63695	Mus musculus (Mouse)	315
Q8VGI7	Q8VGI7_MOUSE	unreviewed	Olfactory receptor MOR114-2 (Olfactory receptor Olfr799) (Protein Olfr799)	Olfr799	Mus musculus (Mouse)	311
Q7TRR0	Q7TRR0_MOUSE	unreviewed	MCG57009 (Olfactory receptor 605) (Olfactory receptor Olfr605)	Olfr605 mCG_57009	Mus musculus (Mouse)	314
Q9EQ99	Q9EQ99_MOUSE	unreviewed	Odorant receptor K41 (Olfactory receptor MOR171-46) (Olfactory receptor Olfr930) (Protein Olfr930)	Olfr930	Mus musculus (Mouse)	308
Q7TR10	Q7TR10_MOUSE	unreviewed	Olfactory receptor 1204 (Olfactory receptor Olfr1204) (Protein Olfr1204)	Olfr1204 RP23-350F2.5-001	Mus musculus (Mouse)	309
Q8VF10	Q8VF10_MOUSE	unreviewed	Olfactory receptor 1312 (Olfactory receptor MOR245-20) (Olfactory receptor Olfr1312) (Protein Olfr1312)	Olfr1312 mCG_141902 RP23-336F11.28-001	Mus musculus (Mouse)	317
Q8VG48	Q8VG48_MOUSE	unreviewed	MCG1038035 (Olfactory receptor MOR183-1) (Olfactory receptor Olfr196)	Olfr196 mCG_1038035	Mus musculus (Mouse)	309
Q8VGV3	Q8VGV3_MOUSE	unreviewed	Olfactory receptor 618 (Olfactory receptor MOR31-9) (Olfactory receptor Olfr618)	Olfr618 mCG_57008	Mus musculus (Mouse)	318
Q7TS02	Q7TS02_MOUSE	unreviewed	Olfactory receptor 305 (Olfactory receptor Olfr305) (Protein Olfr305)	Olfr305 mCG_141196	Mus musculus (Mouse)	319
Q8VF52	Q8VF52_MOUSE	unreviewed	Olfactory receptor 1079 (Olfactory receptor MOR189-1) (Protein Olfr1079)	Olfr1079 RP23-2D7.12-001	Mus musculus (Mouse)	315
Q8VF62	Q8VF62_MOUSE	unreviewed	Olfactory receptor 877 (Olfactory receptor MOR161-5) (Olfactory receptor Olfr877) (Protein Olfr877)	Olfr877 mCG_142717	Mus musculus (Mouse)	311
G3XA00	G3XA00_MOUSE	unreviewed	Glutamate receptor, metabotropic 4 (Metabotropic glutamate receptor 4)	Grm4 mCG_21686	Mus musculus (Mouse)	912
Q7TRH2	Q7TRH2_MOUSE	unreviewed	MCG1048742 (Olfactory receptor Olfr823) (Protein Olfr823)	Olfr823 mCG_1048742	Mus musculus (Mouse)	315
Q920G5	Q920G5_MOUSE	unreviewed	MCG1046665 (Olfactory receptor MOR263-1) (Olfactory receptor P3) (Protein Olfr713)	Olfr713 mCG_1046665	Mus musculus (Mouse)	324
Q7TRW0	Q7TRW0_MOUSE	unreviewed	Olfactory receptor 430 (Olfactory receptor Olfr430)	Olfr430 mCG_67372	Mus musculus (Mouse)	317
