Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A2CEL1	A2CEL1_MOUSE	unreviewed	Major urinary protein 1 (Major urinary protein 7)	Mup1 Mup7 RP23-10A18.1-001	Mus musculus (Mouse)	180
A2VCN5	A2VCN5_MOUSE	unreviewed	Vwf protein (Fragment)	Vwf	Mus musculus (Mouse)	182
B1AYH9	B1AYH9_MOUSE	unreviewed	MCG146419 (Novel member of the interferon zeta family Ifnz) (Protein Gm13271)	Gm13271 RP23-139P14.11 mCG_146419 RP23-139P14.11-001	Mus musculus (Mouse)	182
B9EHM9	B9EHM9_MOUSE	unreviewed	Prolactin family 2, subfamily b, member 1 (Prolactin-like protein K, isoform CRA_a)	Prl2b1 Prlpk mCG_142218	Mus musculus (Mouse)	228
Q8K130	Q8K130_MOUSE	unreviewed	Group 10 secretory phospholipase A2 (Phospholipase A2, group X, isoform CRA_a) (Pla2g10 protein)	Pla2g10 mCG_129815	Mus musculus (Mouse)	144
A2AUJ3	A2AUJ3_MOUSE	unreviewed	Bone morphogenetic protein 7	Bmp7 mCG_2581 RP23-188A4.1-001	Mus musculus (Mouse)	430
Q8BZT7	Q8BZT7_MOUSE	unreviewed	Phospholipase A2, group III, isoform CRA_c (Protein Pla2g3)	Pla2g3 mCG_56543	Mus musculus (Mouse)	504
Q3TNX8	Q3TNX8_MOUSE	unreviewed	A disintegrin and metalloproteinase with thrombospondin motifs 4	Adamts4	Mus musculus (Mouse)	845
Q3TT66	Q3TT66_MOUSE	unreviewed	Prolactin, isoform CRA_b	Prl mCG_15525	Mus musculus (Mouse)	227
Q0X0E6	Q0X0E6_MOUSE	unreviewed	Tumor necrosis factor alpha (Fragment)	Tnf TNFA	Mus musculus (Mouse)	138
Q4FZL7	Q4FZL7_MOUSE	unreviewed	Interferon kappa	Ifnk RP23-267B2.2-001	Mus musculus (Mouse)	199
B1ASJ6	B1ASJ6_MOUSE	unreviewed	Artemin (Artemin, isoform CRA_b)	Artn mCG_8879 RP23-133J9.8-001	Mus musculus (Mouse)	224
C4NUL9	C4NUL9_MOUSE	unreviewed	Interferon gamma (IFN-gamma)	Ifng	Mus musculus (Mouse)	155
Q8BVC1	Q8BVC1_MOUSE	unreviewed	Beta-defensin 22 (Defensin beta 22) (Protein Defb22)	Defb22 RP23-453K8.5-001	Mus musculus (Mouse)	179
A2CGB6	A2CGB6_MOUSE	unreviewed	Major urinary protein 2 (Major urinary protein 6) (Novel member of the major urinary protein (Mup) gene family) (OTTMUSP00000022937)	OTTMUSG00000015595 Mup2 Mup6 CT990633.1-001 CT990634.5-001 CU104690.1-001 RP23-10A18.3-001 RP23-163F11.3-001	Mus musculus (Mouse)	180
B1AQJ3	B1AQJ3_MOUSE	unreviewed	Metalloproteinase inhibitor 2 (Tissue inhibitor of metalloproteinase 2) (Fragment)	Timp2 RP23-394O9.2-002	Mus musculus (Mouse)	143
Q3U1J5	Q3U1J5_MOUSE	unreviewed	Chemokine (C-X-C motif) ligand 2 (MCG1710)	Cxcl2 mCG_1710	Mus musculus (Mouse)	100
Q544E9	Q544E9_MOUSE	unreviewed	Fas ligand (TNF superfamily, member 6)	Fasl mCG_22679	Mus musculus (Mouse)	279
B0LXL6	B0LXL6_MOUSE	unreviewed	C1q-like 3 (C1q/TNF-related protein 13)	C1ql3 C1qtnf13 mCG_50470	Mus musculus (Mouse)	255
Q5SVL9	Q5SVL9_MOUSE	unreviewed	Novel protein similar to proliferin (Protein Prl2c1)	Prl2c1 OTTMUSG00000000651 RP23-20A22.4-001	Mus musculus (Mouse)	228
A2ADU2	A2ADU2_MOUSE	unreviewed	Ectodysplasin-A	Eda RP23-281K21.1-004	Mus musculus (Mouse)	377
Q30KP0	Q30KP0_MOUSE	unreviewed	Beta-defensin 23 (Defensin beta 23) (MCG51783) (Protein Defb23)	Defb23 EG629114 mCG_51783 RP23-453K8.7-001	Mus musculus (Mouse)	166
Q5EC55	Q5EC55_MOUSE	unreviewed	Anti-Mullerian hormone (Muellerian-inhibiting factor)	Amh mCG_12092	Mus musculus (Mouse)	554
Q8QZY0	Q8QZY0_MOUSE	unreviewed	Nodal (Fragment)	Nodal	Mus musculus (Mouse)	130
B1AWY7	B1AWY7_MOUSE	unreviewed	Interferon alpha family gene 9 (MCG6569)	Ifna9 Mrpl48-ps mCG_6569 RP23-67C1.4-001	Mus musculus (Mouse)	190
Q80XI9	Q80XI9_MOUSE	unreviewed	Indian hedgehog (Indian hedgehog protein)	Ihh mCG_133872	Mus musculus (Mouse)	449
Q3UY39	Q3UY39_MOUSE	unreviewed	Inhibin beta-A	Inhba mCG_18028	Mus musculus (Mouse)	424
Q3UWR9	Q3UWR9_MOUSE	unreviewed	Growth differentiation factor 9	Gdf9 mCG_17299	Mus musculus (Mouse)	441
A2CEK7	A2CEK7_MOUSE	unreviewed	Major urinary protein 12 (Novel member of the major urinary protein (Mup) gene family) (Protein Mup14)	Mup14 Mup12 OTTMUSG00000012493 RP24-87D8.4-001	Mus musculus (Mouse)	180
Q3SXG6	Q3SXG6_MOUSE	unreviewed	Gastric inhibitory polypeptide	Gip	Mus musculus (Mouse)	144
Q3UC81	Q3UC81_MOUSE	unreviewed	Putative uncharacterized protein	Lpl	Mus musculus (Mouse)	474
C0LQ91	C0LQ91_MOUSE	unreviewed	Lipase (Lipase, endothelial)	Lipg mCG_9367	Mus musculus (Mouse)	500
A2BIM8	A2BIM8_MOUSE	unreviewed	Major urinary protein 16 (Major urinary protein 9) (Major urinary proteins 11 and 8) (Novel member of the major urinary protein (Mup) gene family) (Protein Mup18)	OTTMUSG00000007486 Mup11 Mup16 Mup18 Mup9 RP23-287E8.3-001	Mus musculus (Mouse)	181
B2RUI7	B2RUI7_MOUSE	unreviewed	Adamts17 protein (MCG141698, isoform CRA_c)	Adamts17 mCG_141698	Mus musculus (Mouse)	559
G3X9G6	G3X9G6_MOUSE	unreviewed	Luteinizing hormone beta (Lutropin subunit beta)	Lhb mCG_23164	Mus musculus (Mouse)	141
Q3UKX5	Q3UKX5_MOUSE	unreviewed	Protein Prl2c5	Prl2c5 Mrpplf4	Mus musculus (Mouse)	225
Q6GTW1	Q6GTW1_MOUSE	unreviewed	Calcium-dependent phospholipase A2 (Phospholipase A2, group V) (Phospholipase A2, group V, isoform CRA_c)	Pla2g5 mCG_14533 RP23-352K10.5-001	Mus musculus (Mouse)	137
Q810G4	Q810G4_MOUSE	unreviewed	Interferon alpha 11 (Interferon alpha family, gene 11) (Interferon alpha-11)	Ifna11 RP23-139P14.27-001	Mus musculus (Mouse)	190
A2CEL0	A2CEL0_MOUSE	unreviewed	Major urinary protein 1	Mup1 RP23-10A18.1-003	Mus musculus (Mouse)	235
Q545I7	Q545I7_MOUSE	unreviewed	Insulin 1 (Insulin I) (Insulin I, isoform CRA_a)	Ins1 mCG_15980	Mus musculus (Mouse)	108
Q9D3N5	Q9D3N5_MOUSE	unreviewed	Protein 5430402E10Rik	5430402E10Rik	Mus musculus (Mouse)	173
Q5SY42	Q5SY42_MOUSE	unreviewed	MCG20377, isoform CRA_a (Prolactin family 3, subfamily d, member 1) (Prolactin-3D1)	Prl3d1 Csh1 mCG_20377 RP23-351I6.1-001	Mus musculus (Mouse)	224
A2APR1	A2APR1_MOUSE	unreviewed	Group IIC secretory phospholipase A2 (Phospholipase A2, group IIC)	Pla2g2c mCG_14539 RP23-352K10.2-001	Mus musculus (Mouse)	150
Q5SVM0	Q5SVM0_MOUSE	unreviewed	Novel protein similar to proliferin (Protein Prl2c1)	Prl2c1 OTTMUSG00000000651 RP23-20A22.4-004	Mus musculus (Mouse)	226
Q80ZM2	Q80ZM2_MOUSE	unreviewed	Oc90 protein (Otoconin-90)	Oc90	Mus musculus (Mouse)	453
Q496P9	Q496P9_MOUSE	unreviewed	Bmp5 protein (Fragment)	Bmp5	Mus musculus (Mouse)	451
A6PWS2	A6PWS2_MOUSE	unreviewed	Novel member of the major urinary protein (Mup) gene family (Protein Mup7) (Fragment)	Mup7 Mup2 OTTMUSG00000007428 RP23-241B2.1-002	Mus musculus (Mouse)	171
Q1L2D6	Q1L2D6_MOUSE	unreviewed	EDA-A6 isoform (EDA-A6' isoform) (Ectodysplasin-A) (Ectodysplasin-A, membrane form)	Eda RP23-281K21.1-002	Mus musculus (Mouse)	351
Q3UU47	Q3UU47_MOUSE	unreviewed	Agouti related protein	Agrp mCG_23534	Mus musculus (Mouse)	131
Q5SXJ8	Q5SXJ8_MOUSE	unreviewed	Prolactin family 6, subfamily a, member 1 (Prolactin-6A1)	Prl6a1 Prlpb RP23-142M3.2-002	Mus musculus (Mouse)	235
Q6GSF5	Q6GSF5_MOUSE	unreviewed	Gastrin	Gast mCG_20525	Mus musculus (Mouse)	101
Q3UAX2	Q3UAX2_MOUSE	unreviewed	Putative uncharacterized protein	Lpl	Mus musculus (Mouse)	464
B1AYI3	B1AYI3_MOUSE	unreviewed	Novel member of the interferon zeta family Ifnz (Protein Gm13272) (Protein Gm13285) (Protein Gm13287)	Gm13285 Gm13272 Gm13287 RP23-139P14.16-001 RP23-139P14.23-001 RP23-139P14.24-001	Mus musculus (Mouse)	182
Q3TYU0	Q3TYU0_MOUSE	unreviewed	Putative uncharacterized protein	Lipc	Mus musculus (Mouse)	425
Q91VE7	Q91VE7_MOUSE	unreviewed	Cathelicidin (Fragment)	Camp Cramp	Mus musculus (Mouse)	105
Q3TYT9	Q3TYT9_MOUSE	unreviewed	Phospholipase A2, group IID (Phospholipase A2, group IID, isoform CRA_b) (Pla2g2d protein)	Pla2g2d mCG_14535 RP23-352K10.4-001	Mus musculus (Mouse)	144
Q8CGZ7	Q8CGZ7_MOUSE	unreviewed	MCG140776 (Placental lactogen-I gamma) (Prolactin family 3, subfamily d, member 3) (Protein Prl3d3)	Prl3d3 Plig mCG_140776 RP23-189A16.4-001	Mus musculus (Mouse)	223
Q30KN7	Q30KN7_MOUSE	unreviewed	Beta-defensin 26 (Defensin beat 26) (Defensin beta 26) (Protein Defb26)	Defb26 EG654457 RP23-453K8.8-001	Mus musculus (Mouse)	186
Q3UNK5	Q3UNK5_MOUSE	unreviewed	Transforming growth factor, beta 1	Tgfb1 mCG_7649	Mus musculus (Mouse)	390
Q54AE5	Q54AE5_MOUSE	unreviewed	Brain cDNA, clone MNCb-5810, similar to Mus musculus tissue inhibitor of metalloproteinase 3 (Timp3), mRNA (Tissue inhibitor of metalloproteinase 3, isoform CRA_a)	Timp3 mCG_11195	Mus musculus (Mouse)	211
Q6PI17	Q6PI17_MOUSE	unreviewed	Metalloproteinase inhibitor 2 (Timp2 protein) (Tissue inhibitor of metalloproteinase 2)	Timp2 mCG_140800 RP23-394O9.2-001	Mus musculus (Mouse)	220
Q545V3	Q545V3_MOUSE	unreviewed	Enolase F (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase F) (2-phosphoglycerate dehydratase F)	Eno2 ENOF mCG_134291	Mus musculus (Mouse)	434
A2AS86	A2AS86_MOUSE	unreviewed	Glucagon (Oxyntomodulin) (Fragment)	Gcg RP23-343C17.3-002	Mus musculus (Mouse)	173
A2AVN2	A2AVN2_MOUSE	unreviewed	Glycoprotein hormones alpha chain (Glycoprotein hormones alpha subunit) (Fragment)	Cga RP23-454N16.2-002	Mus musculus (Mouse)	117
Q9CPQ0	Q9CPQ0_MOUSE	unreviewed	Prolactin	Prl RP23-351I6.2-001	Mus musculus (Mouse)	225
A2AJ34	A2AJ34_MOUSE	unreviewed	Complement component 8, gamma subunit (Complement component 8, gamma subunit, isoform CRA_a)	C8g mCG_18738 RP23-47P18.13-001	Mus musculus (Mouse)	202
B2RXX5	B2RXX5_MOUSE	unreviewed	A disintegrin-like and metallopeptidase (Reprolysin type) with thrombospondin type 1 motif, 14 (MCG122067) (Protein Adamts14)	Adamts14 mCG_122067	Mus musculus (Mouse)	1206
A2AIA9	A2AIA9_MOUSE	unreviewed	Interleukin 1 family, member 5 (Delta) (Interleukin 1 family, member 5 (Delta), isoform CRA_a)	Il1f5 mCG_141248 RP23-176J12.6-001	Mus musculus (Mouse)	156
Q810G2	Q810G2_MOUSE	unreviewed	Interferon alpha 5 (Interferon alpha family, gene 5) (Interferon alpha-5) (MCG123694)	Ifna5 mCG_123694 RP23-139P14.29-001	Mus musculus (Mouse)	189
B1AYI8	B1AYI8_MOUSE	unreviewed	Novel member of the interferon zeta family Ifnz (Protein Gm13275)	Gm13275 RP23-139P14.21-001	Mus musculus (Mouse)	182
Q9JLV9	Q9JLV9_MOUSE	unreviewed	MCG113135, isoform CRA_a (Mitogen regulated protein 4) (Prolactin family 2, subfamily c, member 5) (Protein Prl2c5)	Prl2c5 Mrpplf4 mCG_113135	Mus musculus (Mouse)	222
A3KGR0	A3KGR0_MOUSE	unreviewed	Defensin beta 29	Defb29 RP23-35I8.1-001	Mus musculus (Mouse)	78
G3X9D2	G3X9D2_MOUSE	unreviewed	MCG12454, isoform CRA_a (Protein Adamts3)	Adamts3 mCG_12454	Mus musculus (Mouse)	1203
Q58ES8	Q58ES8_MOUSE	unreviewed	Major urinary protein 1 (Major urinary protein 10) (Novel member of the major urinary protein (Mup) gene family)	Mup12 Mup1 Mup10 RP23-111E7.1-001	Mus musculus (Mouse)	180
Q0VEM1	Q0VEM1_MOUSE	unreviewed	Netrin 4	Ntn4 mCG_4798	Mus musculus (Mouse)	628
Q3UTE9	Q3UTE9_MOUSE	unreviewed	Gonadoliberin	Gnrh1 mCG_2499	Mus musculus (Mouse)	90
Q8CGZ8	Q8CGZ8_MOUSE	unreviewed	Placental lactogen-I beta (Prolactin family 3, subfamily d, member 1) (Protein Prl3d2)	Prl3d2 Plib	Mus musculus (Mouse)	223
D3Z691	D3Z691_MOUSE	unreviewed	Protein Gm14850	Defa25 Gm14850	Mus musculus (Mouse)	93
B1AYH7	B1AYH7_MOUSE	unreviewed	Interferon alpha 2 (Interferon alpha-2) (MCG123693)	Ifna2 mCG_123693 RP23-139P14.4-001	Mus musculus (Mouse)	190
Q540C2	Q540C2_MOUSE	unreviewed	Interferon alpha 4 (Interferon alpha family, gene 4) (MCG123696)	Ifna4 mCG_123696 RP23-139P14.30-001	Mus musculus (Mouse)	186
E9Q4F3	E9Q4F3_MOUSE	unreviewed	Thyrotropin subunit beta	Tshb	Mus musculus (Mouse)	138
Q1L2D9	Q1L2D9_MOUSE	unreviewed	EDA-A5 isoform (Ectodysplasin-A) (Ectodysplasin-A, membrane form)	Eda RP23-281K21.1-011	Mus musculus (Mouse)	383
Q5EEX1	Q5EEX1_MOUSE	unreviewed	Insulin II (Insulin II, isoform CRA_a) (Proinsulin)	Ins2 mCG_11077	Mus musculus (Mouse)	110
Q149J9	Q149J9_MOUSE	unreviewed	Bone morphogenetic protein 3 (Bone morphogenetic protein 3, isoform CRA_c)	Bmp3 mCG_49584	Mus musculus (Mouse)	468
Q3TST1	Q3TST1_MOUSE	unreviewed	Gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)	Grem2 mCG_52523	Mus musculus (Mouse)	168
A2AJB9	A2AJB9_MOUSE	unreviewed	LCN6 isoform alpha (Lipocalin 6) (Protein Lcn6)	Lcn6 RP23-464C2.15-001	Mus musculus (Mouse)	181
A2AV72	A2AV72_MOUSE	unreviewed	MCG140531 (Major urinary protein 2) (Major urinary protein 6) (Novel member of the major urinary protein (Mup) gene family)	Mup6 620807 Mup2 CU075549.1-001 mCG_140531 RP23-68L5.1-001	Mus musculus (Mouse)	179
Q78Y73	Q78Y73_MOUSE	unreviewed	Placental prolactin-like protein-I (Prolactin family 3, subfamily a, member 1) (Prolactin-like protein I) (Protein Prl3a1)	Prl3a1 Plpi Prlpi mCG_4891 RP23-189A16.6-001	Mus musculus (Mouse)	227
Q810G0	Q810G0_MOUSE	unreviewed	Interferon zeta (Limitin)	Gm13276 Ifnz Lmtn mCG_1043435	Mus musculus (Mouse)	182
Q9DAY8	Q9DAY8_MOUSE	unreviewed	Proliferin related protein, isoform CRA_b	Prl7d1 Plfr mCG_116674	Mus musculus (Mouse)	243
B1AYH8	B1AYH8_MOUSE	unreviewed	Interferon alpha B (Protein Ifnab)	Ifnab RP23-139P14.5-001	Mus musculus (Mouse)	190
Q5SVM4	Q5SVM4_MOUSE	unreviewed	Prolactin family 7, subfamily d, member 1 (Proliferin related protein, isoform CRA_a)	Prl7d1 Plfr mCG_116674 RP23-20A22.1-001	Mus musculus (Mouse)	244
Q5SVM1	Q5SVM1_MOUSE	unreviewed	Novel protein similar to proliferin (Protein Prl2c1)	Prl2c1 OTTMUSG00000000651 RP23-20A22.4-002	Mus musculus (Mouse)	192
Q546S6	Q546S6_MOUSE	unreviewed	CC chemokine DC/B-CK (Chemokine (C-C motif) ligand 22) (Dendritic cell and B cell derived chemokine) (Macrophage-derived chemokine MDC/ABCD-1)	Ccl22 DCBCK mCG_12290	Mus musculus (Mouse)	92
Q0VBM3	Q0VBM3_MOUSE	unreviewed	Prolactin family 3, subfamily c, member 1 (Prolactin-like protein J, isoform CRA_b)	Prl3c1 Prlpj mCG_4892	Mus musculus (Mouse)	212
A9C497	A9C497_MOUSE	unreviewed	Major urinary protein 2 (Novel member of the major urinary protein (Mup) gene family) (Protein Mup19) (Protein Mup9)	Mup2 Mup19 Mup9 RP23-10A18.3-006	Mus musculus (Mouse)	187
A9R9W0	A9R9W0_MOUSE	unreviewed	Novel member of the major urinary protein (Mup) gene family (Protein Mup15)	Mup15 RP23-163F11.1-001	Mus musculus (Mouse)	180
B1AUP1	B1AUP1_MOUSE	unreviewed	Tissue inhibitor of metalloproteinase 1 (Tissue inhibitor of metalloproteinase 1, isoform CRA_a)	Timp1 mCG_117700 RP23-132C19.3-001	Mus musculus (Mouse)	205
A2AKN8	A2AKN8_MOUSE	unreviewed	Major urinary protein 5 (Major urinary proteins 11 and 8) (Novel member of the major urinary protein (Mup) gene family)	Mup8 Mup5 OTTMUSG00000008509 RP23-241B2.8-001	Mus musculus (Mouse)	180
Q540E2	Q540E2_MOUSE	unreviewed	Growth differentiation factor 8 (Myostatin)	Mstn Gdf8 MSTN mCG_115453	Mus musculus (Mouse)	376
Q3V2L0	Q3V2L0_MOUSE	unreviewed	Beta-defensin 28 (Defensin beta 28) (Protein Defb28)	Defb28 OTTMUSG00000015852 RP23-453K8.6-001	Mus musculus (Mouse)	89
Q3TX21	Q3TX21_MOUSE	unreviewed	Cysteine rich protein 61	Cyr61 mCG_7789	Mus musculus (Mouse)	379
Q58EV3	Q58EV3_MOUSE	unreviewed	Major urinary protein 1 (Major urinary protein 3) (Novel member of the major urinary protein (Mup) gene family) (Protein Mup7)	Mup7 Mup1 Mup2 Mup3 CT990633.3-001 RP23-241B2.1-001	Mus musculus (Mouse)	180
Q810G6	Q810G6_MOUSE	unreviewed	Interferon alpha 7 (Interferon alpha family, gene 7) (Interferon alpha-7)	Ifna7 RP23-139P14.26-001	Mus musculus (Mouse)	190
A2AKN9	A2AKN9_MOUSE	unreviewed	Major urinary protein 2 (Major urinary protein 4) (Novel major urinary protein)	Mup2 Mup4 RP23-241B2.3 RP23-241B2.3-001	Mus musculus (Mouse)	180
Q544X5	Q544X5_MOUSE	unreviewed	Growth hormone releasing hormone	Ghrh mCG_21978 RP23-163J20.7-001	Mus musculus (Mouse)	103
Q8CAR0	Q8CAR0_MOUSE	unreviewed	Insulin-like growth factor I	Igf1	Mus musculus (Mouse)	165
Q8BV23	Q8BV23_MOUSE	unreviewed	Phospholipase A2, group III, isoform CRA_b (Protein Pla2g3)	Pla2g3 mCG_56543	Mus musculus (Mouse)	446
Q9CPQ2	Q9CPQ2_MOUSE	unreviewed	Prolactin (Prolactin, isoform CRA_a)	Prl mCG_15525	Mus musculus (Mouse)	228
A2AVN3	A2AVN3_MOUSE	unreviewed	Glycoprotein hormones alpha subunit (Glycoprotein hormones, alpha subunit)	Cga mCG_114165 RP23-454N16.2-001	Mus musculus (Mouse)	120
Q5SX58	Q5SX58_MOUSE	unreviewed	Enolase H (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase H) (2-phosphoglycerate dehydratase H)	Eno3 ENOH DN-183N8.17-001 mCG_21166 RP23-326P7.4-001	Mus musculus (Mouse)	434
G3X9P8	G3X9P8_MOUSE	unreviewed	Alpha-defensin 22 (MCG126895)	Defa22 mCG_126895	Mus musculus (Mouse)	93
O54832	O54832_MOUSE	unreviewed	Decidual PRL-related protein (Decidual/trophoblast prolactin-related protein, isoform CRA_a) (Protein Prl8a2)	Prl8a2 dPRP Dtprp mCG_4896	Mus musculus (Mouse)	240
Q3UIP2	Q3UIP2_MOUSE	unreviewed	Procollagen C-endopeptidase enhancer protein	Pcolce mCG_6880	Mus musculus (Mouse)	468
Q8R002	Q8R002_MOUSE	unreviewed	C1q and tumor necrosis factor related protein 5 (C1qtnf5 protein)	C1qtnf5	Mus musculus (Mouse)	243
D3YYK2	D3YYK2_MOUSE	unreviewed	Beta-defensin 30	Defb30	Mus musculus (Mouse)	76
Q8CFH0	Q8CFH0_MOUSE	unreviewed	Prolactin-like protein C 3, isoform CRA_a (Prolactin-like protein C gamma 2 isoform)	Prl8a8 Prlpc3 mCG_142243	Mus musculus (Mouse)	278
A2AIU1	A2AIU1_MOUSE	unreviewed	Interleukin 1 receptor antagonist (Interleukin-1 receptor antagonist protein)	Il1rn RP23-218B17.2-003	Mus musculus (Mouse)	160
Q3U715	Q3U715_MOUSE	unreviewed	Putative uncharacterized protein	Lpl	Mus musculus (Mouse)	474
Q8C1N9	Q8C1N9_MOUSE	unreviewed	Defensin-related cryptdin 20 (Uncharacterized protein)	Defa20 Defa25 Defcr20 Gm15299	Mus musculus (Mouse)	95
A2RSZ7	A2RSZ7_MOUSE	unreviewed	MCG148051 (Major urinary protein 5) (Mup5 protein)	Mup5 CT990634.1-001 mCG_148051	Mus musculus (Mouse)	180
Q4VJB9	Q4VJB9_MOUSE	unreviewed	Insulin-like growth factor 1 isoform Eb (Insulin-like growth factor I)	Igf1	Mus musculus (Mouse)	159
B5TE76	B5TE76_MOUSE	unreviewed	Major urinary protein 14 (Major urinary protein 17)	Mup14 Mup17	Mus musculus (Mouse)	178
Q3U593	Q3U593_MOUSE	unreviewed	Tumor necrosis factor (Tumor necrosis factor alpha) (Tumor necrosis factor, isoform CRA_b)	Tnf TNFA mCG_15911	Mus musculus (Mouse)	235
B1AYI0	B1AYI0_MOUSE	unreviewed	Novel member of the interferon zeta family Ifnz (Protein Gm13283)	Gm13283 RP23-139P14.10-001	Mus musculus (Mouse)	182
Q3TVN6	Q3TVN6_MOUSE	unreviewed	Chemokine (C-X-C motif) ligand 4, isoform CRA_c	Pf4 Cxcl4 mCG_1704	Mus musculus (Mouse)	105
Q8BNL4	Q8BNL4_MOUSE	unreviewed	MCG20377, isoform CRA_b	Prl3d1 Csh1 mCG_20377	Mus musculus (Mouse)	223
Q5BKS0	Q5BKS0_MOUSE	unreviewed	C1q and tumor necrosis factor related protein 7 (C1qTNF7)	C1qtnf7 mCG_4158	Mus musculus (Mouse)	289
Q5RL10	Q5RL10_MOUSE	unreviewed	Insulin-like 3 (Insulin-like 3 A chain) (MCG10367, isoform CRA_a)	Insl3 mCG_10367	Mus musculus (Mouse)	122
B1AVU4	B1AVU4_MOUSE	unreviewed	Novel protein similar to odorant binding protein I f Obp1f (Rattus norvegicus) (Protein Gm14744)	Gm14744 RP23-91C19.7-001	Mus musculus (Mouse)	173
Q3V490	Q3V490_MOUSE	unreviewed	Beta defensin (Beta-defensin 27) (Defensin beta 27) (Predicted) (Protein Defb45)	Defb45 DEFB27 Defb27 OTTMUSG00000015859 RP23-35I8.5-001	Mus musculus (Mouse)	66
Q61718	Q61718_MOUSE	unreviewed	Alpha-interferon (MCG6571) (Novel interferon alpha (Ifna) family member) (Predicted) (Protein Gm12597)	Gm12597 MuIFN-alpha-A OTTMUSG00000007655 RP23-67C1.1 mCG_6571 RP23-67C1.1-001	Mus musculus (Mouse)	190
E9Q138	E9Q138_MOUSE	unreviewed	Insulin-like growth factor I	Igf1	Mus musculus (Mouse)	137
Q496X5	Q496X5_MOUSE	unreviewed	Pancreatic polypeptide (Ppy protein)	Ppy mCG_21350 RP23-398F7.9-001	Mus musculus (Mouse)	100
Q3U831	Q3U831_MOUSE	unreviewed	Putative uncharacterized protein (Fragment)	Lpl	Mus musculus (Mouse)	180
Q08EA6	Q08EA6_MOUSE	unreviewed	Interleukin 1 family, member 8 (MCG4845)	Il1f8 mCG_4845 RP23-176J12.1-001	Mus musculus (Mouse)	183
Q91YU7	Q91YU7_MOUSE	unreviewed	Transforming growth factor beta-3 (Transforming growth factor, beta 3) (Transforming growth factor, beta 3, isoform CRA_b)	Tgfb3 mCG_5749	Mus musculus (Mouse)	412
B1AYI5	B1AYI5_MOUSE	unreviewed	Novel member of the interferon zeta family Ifnz (Protein Gm13276)	Gm13276 RP23-139P14.18-001	Mus musculus (Mouse)	182
B7ZN66	B7ZN66_MOUSE	unreviewed	Bone morphogenetic protein 10	Bmp10 mCG_130854	Mus musculus (Mouse)	421
A2ADM9	A2ADM9_MOUSE	unreviewed	Cerberus 1 homolog (Xenopus laevis)	Cer1 RP23-410K19.2-001	Mus musculus (Mouse)	272
A2AII0	A2AII0_MOUSE	unreviewed	Growth differentiation factor 6	Gdf6 mCG_58174 RP23-131A6.2-001	Mus musculus (Mouse)	454
A2RTH0	A2RTH0_MOUSE	unreviewed	Chemokine (C-X-C motif) ligand 1	Cxcl1 mCG_1708	Mus musculus (Mouse)	96
B5TE77	B5TE77_MOUSE	unreviewed	Major urinary protein 18 (Major urinary protein 5)	Mup5 Mup18	Mus musculus (Mouse)	180
Q499H9	Q499H9_MOUSE	unreviewed	Defensin beta 4	Defb4 mCG_114475	Mus musculus (Mouse)	63
A2BHR5	A2BHR5_MOUSE	unreviewed	Follicle stimulating hormone beta	Fshb mCG_22891 RP23-300H23.2-001	Mus musculus (Mouse)	130
Q0VBF7	Q0VBF7_MOUSE	unreviewed	Lipocalin 10	Lcn10 RP23-464C2.16-001	Mus musculus (Mouse)	182
B9EJ18	B9EJ18_MOUSE	unreviewed	Bmp5 protein (Bone morphogenetic protein 5)	Bmp5 mCG_1136	Mus musculus (Mouse)	452
Q6GTX3	Q6GTX3_MOUSE	unreviewed	Apoe protein (Apolipoprotein E)	Apoe	Mus musculus (Mouse)	311
Q80VZ0	Q80VZ0_MOUSE	unreviewed	Bmp8a protein (Bone morphogenetic protein 8A) (Bone morphogenetic protein 8a) (MCG48728, isoform CRA_a)	Bmp8a mCG_48728 RP23-25K8.1-001	Mus musculus (Mouse)	412
Q8BQT1	Q8BQT1_MOUSE	unreviewed	Interferon zeta (Protein Ifnz)	Ifnz Lmtn RP23-139P14.17-001	Mus musculus (Mouse)	182
Q8CD73	Q8CD73_MOUSE	unreviewed	Novel member of the interferon zeta family Ifnz (Protein Gm13277) (Protein Gm13278) (Protein Gm13279) (Protein Gm13288) (Protein Gm13289) (Protein Gm13290)	Ifnz Gm13277 Gm13278 Gm13279 Gm13288 Gm13289 Gm13290 Lmtn RP23-139P14.14-001 RP23-139P14.15-001 RP23-139P14.19-001 RP23-139P14.20-001 RP23-139P14.22-001 RP23-139P14.25-001	Mus musculus (Mouse)	182
Q2M4J6	Q2M4J6_MOUSE	unreviewed	Interleukin 1 beta	Il1b mCG_20999 RP23-384K11.2-001	Mus musculus (Mouse)	269
O08692	O08692_MOUSE	unreviewed	Myeloid bactenecin (F1) (Neutrophilic granule protein) (Protein Ngp)	Ngp mCG_15805	Mus musculus (Mouse)	167
Q3ZB19	Q3ZB19_MOUSE	unreviewed	Growth differentiation factor 3	Gdf3 mCG_132208	Mus musculus (Mouse)	366
